Car_ID,Car_Name,Year,Engine_HP,Buying_Price_Lakh,Maintenance_Cost,Safety_Rating,Mileage,Class,Modern_Technologies
506,Maruti_Suzuki Ertiga CNG,2023,Moderate,12.5,Low,Medium,High,Good,Touchscreen|Camera|SmartPlay Pro
507,Maruti_Suzuki Eeco CNG,2023,Weak,6.5,Low,Low,High,Poor,Air Conditioning
508,Maruti_Suzuki S-Presso CNG,2023,Weak,6.0,Low,Low,High,Poor,Touchscreen|Bluetooth
509,Maruti_Suzuki Grand Vitara CNG,2023,Moderate,16.5,Low,High,High,Recommended,Touchscreen|Camera|Panoramic Sunroof
510,Maruti_Suzuki Brezza CNG,2023,Moderate,13.5,Low,High,High,Recommended,Touchscreen|Camera|HUD
511,Maruti_Suzuki Fronx CNG,2023,Weak,11.5,Low,Low,High,Poor,Touchscreen|Camera|Wireless Charging
512,Maruti_Suzuki XL6 CNG,2023,Moderate,14.0,Low,Medium,High,Good,Touchscreen|Camera|Ventilated Seats
513,Maruti_Suzuki Baleno CNG,2023,Weak,10.5,Low,Low,High,Poor,Touchscreen|Camera|HUD
514,Maruti_Suzuki Tour H1,2022,Weak,4.0,Low,Low,High,Poor,Manual Windows|Speed Limiter
515,Maruti_Suzuki Tour H3,2022,Weak,6.5,Low,Low,High,Poor,Air Conditioning|Speed Limiter
516,Maruti_Suzuki Tour M,2022,Moderate,10.5,Low,Medium,Medium,Good,Air Conditioning|Speed Limiter
517,Maruti_Suzuki Tour S,2022,Weak,7.5,Low,Low,High,Poor,Air Conditioning|Speed Limiter
518,Maruti_Suzuki Tour V,2022,Weak,5.5,Low,Low,High,Poor,Air Conditioning|Speed Limiter
519,Maruti_Suzuki Super Carry,2023,Weak,5.0,Low,Low,Medium,Poor,Manual Windows
520,Maruti_Suzuki Eeco Cargo,2023,Weak,5.5,Low,Low,Medium,Poor,Air Conditioning
521,Hyundai Grand i10 Nios CNG,2023,Weak,8.5,Low,Low,High,Poor,Touchscreen|Camera
522,Hyundai Aura CNG,2023,Weak,9.5,Low,Low,High,Poor,Touchscreen|Camera
523,Hyundai Exter CNG,2023,Weak,9.0,Low,Low,High,Poor,Touchscreen|Camera|Dashcam
524,Hyundai Santro CNG,2021,Weak,6.5,Low,Low,High,Poor,Bluetooth|Rear AC
525,Hyundai Venue N-Line N8,2023,Moderate,14.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Sport Exhaust|Dashcam
526,Hyundai i20 N-Line N8,2023,Moderate,13.0,Low,Medium,Medium,Good,Touchscreen|Camera|Sport Exhaust|Bose Audio
527,Hyundai Creta N-Line N10,2024,Moderate,22.0,Medium,Medium,Medium,Good,Touchscreen|Camera|ADAS|Sport Exhaust
528,Hyundai Verna SX(O),2023,Moderate,18.5,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Heated Seats
529,Hyundai Alcazar Signature(O),2023,Moderate,23.0,Medium,Medium,Medium,Good,Touchscreen|Camera|Ventilated Seats|BlueLink
530,Hyundai Tucson Signature,2023,Moderate,37.0,Medium,Low,Medium,Poor,Touchscreen|Camera|ADAS|AWD
531,Hyundai Ioniq 5 AWD,2024,Strong,52.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS|V2L
532,Hyundai Kona Electric,2022,Moderate,24.0,Low,High,High,Recommended,Touchscreen|Camera|EV Tech
533,Hyundai Santa Fe 4WD,2017,Moderate,22.0,High,High,Medium,Recommended,Touchscreen|Camera|AWD
534,Hyundai Terracan CRDi,2007,Moderate,5.0,High,Low,Medium,Poor,Air Conditioning|4WD
535,Hyundai Getz CRDi,2008,Weak,3.5,Low,Low,High,Poor,Power Windows|Power Steering
536,Hyundai Accent Viva,2006,Weak,2.5,Low,Low,Medium,Poor,Air Conditioning|Alloy Wheels
537,Hyundai Sonata Embera,2007,Moderate,4.5,Medium,Medium,Medium,Good,Air Conditioning|Leather Seats
538,Hyundai Sonata Transform,2010,Moderate,6.0,Medium,High,Medium,Recommended,Air Conditioning|Power Seats
539,Hyundai Elantra Fluidic,2015,Moderate,12.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats
540,Hyundai Eon D-Lite,2017,Weak,2.8,Low,Low,High,Poor,Air Conditioning
541,Tata Nexon EV Max,2023,Moderate,20.0,Low,High,High,Recommended,Touchscreen|Camera|EV Tech|Regen Braking
542,Tata Nexon EV Prime,2023,Moderate,17.5,Low,High,High,Recommended,Touchscreen|Camera|EV Tech
543,Tata Tiago NRG CNG,2023,Weak,8.5,Low,High,High,Recommended,Touchscreen|Camera|Rugged Cladding
544,Tata Tigor CNG,2023,Weak,9.5,Low,High,High,Recommended,Touchscreen|Camera|Digital Cluster
545,Tata Punch CNG,2023,Weak,10.0,Low,High,High,Recommended,Touchscreen|Camera|Voice Command
546,Tata Altroz CNG,2023,Weak,11.0,Low,High,High,Recommended,Touchscreen|Camera|Voice Sunroof
547,Tata Harrier Camo,2022,Moderate,23.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS
548,Tata Safari #Dark,2023,Moderate,26.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats|ADAS
549,Tata Safari Adventure,2023,Moderate,26.5,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS
550,Tata Safari Kaziranga,2022,Moderate,25.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats
551,Tata Harrier Kaziranga,2022,Moderate,24.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Air Purifier
552,Tata Punch Kaziranga,2022,Weak,10.5,Low,High,High,Recommended,Touchscreen|Camera|Connected Tech
553,Tata Nexon Kaziranga,2022,Moderate,14.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats
554,Tata Tiago JTP,2019,Moderate,6.5,Medium,High,Medium,Recommended,Touchscreen|Bluetooth|Sport Exhaust
555,Tata Tigor JTP,2019,Moderate,7.5,Medium,High,Medium,Recommended,Touchscreen|Bluetooth|Sport Exhaust
556,Tata Hexa XT 4x4,2019,Moderate,18.0,Medium,High,Medium,Recommended,Touchscreen|Camera|AWD
557,Tata Aria Pride,2014,Moderate,9.0,Medium,Medium,Medium,Good,Touchscreen|Camera|Projector Headlamps
558,Tata Safari Dicor,2012,Moderate,6.5,High,Low,Medium,Poor,Air Conditioning|4WD
559,Tata Safari Storme VX,2018,Moderate,13.0,Medium,Medium,Medium,Good,Bluetooth|Projector Headlamps
560,Tata Sumo Grande,2014,Weak,5.5,Low,Low,Medium,Poor,Air Conditioning|Dual AC
561,Mahindra Scorpio S11,2023,Moderate,19.5,Medium,Medium,Medium,Good,Touchscreen|Camera|Connected Tech
562,Mahindra Scorpio Classic S,2023,Moderate,15.5,Low,Medium,Medium,Good,Bluetooth|Projector Headlamps
563,Mahindra Thar LX 4x4,2023,Moderate,18.5,Medium,High,Medium,Recommended,Touchscreen|4WD|Off-Road Telematics
564,Mahindra Thar AX Opt,2023,Moderate,15.0,Medium,High,Medium,Recommended,Bluetooth|4WD
565,Mahindra XUV700 AX5,2023,Moderate,22.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Panoramic Sunroof
566,Mahindra XUV700 AX3,2023,Moderate,19.0,Medium,High,Medium,Recommended,Touchscreen|Digital Cluster
567,Mahindra XUV300 W8,2023,Moderate,14.0,Low,High,Medium,Recommended,Touchscreen|Camera|Dual-Zone AC
568,Mahindra Bolero B6,2023,Weak,11.5,Low,Low,High,Poor,Bluetooth|Micro-Hybrid Tech
569,Mahindra Bolero Neo N10,2023,Weak,13.5,Low,Medium,High,Good,Touchscreen|Camera|Micro-Hybrid Tech
570,Mahindra Marazzo M6,2021,Moderate,15.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Roof AC
571,Mahindra Alturas G4 4WD,2021,Moderate,31.0,High,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats|4WD
572,Mahindra KUV100 NXT,2020,Weak,7.5,Low,Low,High,Poor,Touchscreen|Bluetooth|Joystick Gear
573,Mahindra TUV300 T10,2019,Weak,11.0,Low,Medium,High,Good,Touchscreen|Camera|Steering Controls
574,Mahindra Xylo E8,2016,Moderate,8.0,Medium,Low,Medium,Poor,Bluetooth|Dual AC
575,Mahindra Quanto C8,2015,Weak,5.0,Low,Low,High,Poor,Air Conditioning|Micro-Hybrid Tech
576,Mahindra Verito Executive,2016,Weak,5.5,Low,Low,Medium,Poor,Bluetooth|Alloy Wheels
577,Mahindra NuvoSport N8,2017,Moderate,8.5,Medium,Low,Medium,Poor,Touchscreen|Bluetooth|Cruise Control
578,Mahindra E-Verito D6,2019,Weak,10.0,Low,Low,High,Poor,Touchscreen|EV Tech
579,Mahindra Reva NXR,2012,Weak,3.5,Low,Low,High,Poor,Air Conditioning|EV Tech
580,Mahindra e2o Plus P8,2018,Weak,7.5,Low,Low,High,Poor,Touchscreen|EV Tech
581,Honda City 4th Gen,2022,Moderate,12.0,Low,Medium,Medium,Good,Touchscreen|Camera|Bluetooth
582,Honda City 5th Gen,2023,Moderate,15.5,Low,High,Medium,Recommended,Touchscreen|Camera|ADAS|LaneWatch
583,Honda Amaze VX,2023,Weak,11.0,Low,High,High,Recommended,Touchscreen|Camera|Cruise Control
584,Honda Jazz ZX,2021,Weak,10.5,Low,High,High,Recommended,Touchscreen|Camera|Magic Seats|Sunroof
585,Honda WR-V VX,2022,Weak,12.5,Low,High,High,Recommended,Touchscreen|Camera|Sunroof
586,Honda BR-V V,2019,Moderate,11.5,Low,High,Medium,Recommended,Touchscreen|Camera|Bluetooth
587,Honda CR-V 4WD,2019,Moderate,32.0,Medium,High,Medium,Recommended,Touchscreen|Camera|AWD|LaneWatch
588,Honda Civic ZX,2020,Moderate,23.0,Medium,High,Medium,Recommended,Touchscreen|Camera|LaneWatch|Digital Display
589,Honda Accord Hybrid,2019,Moderate,42.0,Medium,High,High,Recommended,Touchscreen|Camera|Hybrid System|LaneWatch
590,Honda Brio VX,2018,Weak,6.5,Low,Medium,High,Good,Touchscreen|Steering Controls
591,Toyota Innova Crysta Touring Sport,2019,Moderate,24.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Connected Tech
592,Toyota Innova Hycross ZX(O),2023,Moderate,35.0,Medium,Low,High,Poor,Touchscreen|Camera|ADAS|Strong Hybrid
593,Toyota Fortuner GR-S,2023,Moderate,52.0,Medium,High,Medium,Recommended,Touchscreen|Camera|GR Sport Tuning|4WD
594,Toyota Fortuner Legender 4x4,2023,Moderate,50.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Connected Tech|4WD
595,Toyota Hilux High,2023,Moderate,40.0,Medium,High,Medium,Recommended,Touchscreen|Camera|4WD|A-TRAC
596,Toyota Camry Hybrid,2023,Moderate,50.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|Hybrid System
597,Toyota Vellfire Executive Lounge,2023,Moderate,130.0,High,High,Medium,Good,Touchscreen|Camera|ADAS|Massaging Seats
598,Toyota Land Cruiser 300 ZX,2023,Strong,230.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Multi-Terrain Monitor
599,Toyota Yaris J,2020,Moderate,9.5,Low,High,Medium,Recommended,Bluetooth|7 Airbags
600,Toyota Etios Cross VD,2017,Weak,7.5,Low,High,High,Recommended,Touchscreen|Bluetooth|Rugged Cladding
601,Kia Seltos GT Line,2023,Moderate,22.0,Medium,Medium,Medium,Good,Touchscreen|Camera|ADAS|HUD
602,Kia Seltos X-Line,2023,Moderate,23.5,Medium,Medium,Medium,Good,Touchscreen|Camera|ADAS|Matte Paint
603,Kia Sonet GT Line,2023,Moderate,15.5,Low,Medium,Medium,Good,Touchscreen|Camera|Ventilated Seats
604,Kia Sonet X-Line,2023,Moderate,16.5,Low,Medium,Medium,Good,Touchscreen|Camera|Matte Paint
605,Kia Carens Luxury Plus,2023,Moderate,20.0,Low,Medium,Medium,Good,Touchscreen|Camera|Digital Cluster|Ventilated Seats
606,Kia Carnival Limousine Plus,2022,Moderate,38.0,Medium,High,Medium,Recommended,Touchscreen|Camera|VIP Seats|Rear Entertainment
607,Kia EV6 GT-Line AWD,2023,Strong,70.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|AR HUD|V2L
608,MG Hector Sharp Pro,2023,Moderate,24.0,Medium,Low,Medium,Poor,Touchscreen|Camera|ADAS|14-inch Display
609,MG Hector Plus Savvy Pro,2023,Moderate,26.0,Medium,Low,Medium,Poor,Touchscreen|Camera|ADAS|Panoramic Sunroof
610,MG Astor Savvy,2023,Moderate,19.5,Medium,Low,Medium,Poor,Touchscreen|Camera|ADAS|AI Assistant
611,MG ZS EV Exclusive,2023,Moderate,28.0,Low,High,High,Recommended,Touchscreen|Camera|Panoramic Sunroof|EV Tech
612,MG Comet EV Plush,2023,Weak,11.0,Low,Low,High,Poor,Touchscreen|Camera|Digital Cluster|EV Tech
613,MG Gloster Savvy 4x4,2023,Moderate,46.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Massaging Seats|4WD
614,MG Hector Shine,2023,Moderate,19.0,Medium,Low,Medium,Poor,Touchscreen|Camera|Panoramic Sunroof
615,MG Astor Smart,2023,Moderate,16.5,Medium,Low,Medium,Poor,Touchscreen|Camera|Connected Tech
616,MG Gloster Blackstorm,2023,Moderate,45.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Black Accents
617,Kia Seltos HTX+,2023,Moderate,20.0,Medium,Medium,Medium,Good,Touchscreen|Camera|Panoramic Sunroof
618,Kia Sonet HTX+,2023,Moderate,14.5,Low,Medium,Medium,Good,Touchscreen|Camera|Ventilated Seats
619,Kia Carens Premium,2023,Moderate,13.0,Low,Medium,Medium,Good,Digital Cluster|6 Airbags
620,Kia EV9 GT-Line,2024,Strong,140.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|Swivel Seats
621,Skoda Slavia Style,2023,Moderate,21.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Digital Cluster|Ventilated Seats
622,Skoda Kushaq Monte Carlo,2023,Moderate,22.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats|Sport Accents
623,Skoda Octavia L&K,2022,Moderate,34.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Canton Audio|Virtual Cockpit
624,Skoda Superb Sportline,2023,Moderate,38.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Matrix LED|Sport Seats
625,Skoda Kodiaq L&K,2023,Moderate,44.0,Medium,High,Medium,Recommended,Touchscreen|Camera|AWD|DCC
626,Skoda Kodiaq Scout,2021,Moderate,39.0,Medium,High,Medium,Recommended,Touchscreen|Camera|AWD|Off-Road Mode
627,Skoda Rapid Monte Carlo,2021,Moderate,14.0,Low,High,Medium,Recommended,Touchscreen|Camera|Sport Accents
628,Skoda Fabia Scout,2014,Weak,6.5,Medium,High,High,Recommended,Bluetooth|Projector Headlamps|Rugged Cladding
629,Skoda Yeti Elegance,2016,Moderate,14.0,Medium,High,Medium,Recommended,Touchscreen|Camera|AWD|Panoramic Sunroof
630,Volkswagen Virtus GT Plus,2023,Moderate,22.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Digital Cluster|Ventilated Seats
631,Volkswagen Taigun GT Plus,2023,Moderate,22.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Digital Cluster|Connected Tech
632,Volkswagen Tiguan Elegance,2023,Moderate,38.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Matrix LED|AWD
633,Volkswagen T-Roc TSI,2021,Moderate,24.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Panoramic Sunroof
634,Volkswagen Passat Highline,2020,Moderate,36.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Park Assist
635,Volkswagen Jetta Highline,2017,Moderate,18.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Bluetooth
636,Volkswagen Polo GT TDI,2020,Moderate,12.0,Low,High,High,Recommended,Touchscreen|Camera|Bluetooth
637,Volkswagen Vento Highline Plus,2021,Moderate,14.5,Low,High,Medium,Recommended,Touchscreen|Camera|LED Headlamps
638,Volkswagen Ameo Highline,2019,Moderate,9.5,Low,Medium,Medium,Good,Touchscreen|Camera|Bluetooth
639,Volkswagen Touareg V6,2016,Moderate,35.0,High,High,Medium,Good,Touchscreen|Camera|AWD|Air Suspension
640,Volkswagen Phaeton W12,2012,Strong,45.0,High,Medium,Low,Poor,Touchscreen|Camera|Air Suspension
641,Ford EcoSport S,2021,Moderate,12.5,Low,High,Medium,Recommended,Touchscreen|Camera|SYNC 3|Sunroof
642,Ford EcoSport Titanium+,2021,Moderate,11.5,Low,High,Medium,Recommended,Touchscreen|Camera|SYNC 3
643,Ford Endeavour Sport,2021,Moderate,42.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Terrain Management|Panoramic Sunroof
644,Ford Endeavour Titanium+,2021,Moderate,40.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Terrain Management
645,Ford Figo Titanium,2020,Weak,7.5,Low,High,High,Recommended,Touchscreen|Camera|Bluetooth
646,Ford Aspire Titanium,2021,Weak,8.5,Low,High,High,Recommended,Touchscreen|Camera|Bluetooth
647,Ford Freestyle Flair,2020,Weak,8.5,Low,High,High,Recommended,Touchscreen|Camera|ARP
648,Ford Mustang GT,2019,Strong,85.0,High,High,Low,Good,Touchscreen|Camera|Track Apps|Line Lock
649,Ford Fiesta Classic,2015,Moderate,5.0,Low,High,Medium,Recommended,Bluetooth|Voice Control
650,Ford Ikon Flair,2010,Weak,2.0,Low,Low,High,Poor,Power Steering|Power Windows
651,Chevrolet Cruze LTZ,2017,Moderate,8.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Bluetooth
652,Chevrolet Beat LT,2016,Weak,3.5,Low,High,High,Recommended,Bluetooth|Digital Tachometer
653,Chevrolet Spark LT,2015,Weak,2.5,Low,Low,High,Poor,Air Conditioning|Power Steering
654,Chevrolet Sail U-VA,2016,Weak,4.0,Low,High,High,Recommended,Bluetooth|Power Windows
655,Chevrolet Enjoy LTZ,2016,Weak,4.5,Low,Low,High,Poor,Air Conditioning|Rear AC
656,Chevrolet Captiva LTZ,2015,Moderate,8.0,Medium,High,Medium,Recommended,Touchscreen|Camera|AWD
657,Chevrolet Trailblazer LTZ,2016,Moderate,15.0,Medium,High,Medium,Recommended,Touchscreen|Camera|MyLink
658,Chevrolet Optra Magnum,2012,Moderate,3.5,Low,Low,Medium,Poor,Air Conditioning|Power Windows
659,Chevrolet Aveo U-VA,2011,Weak,2.5,Low,Low,High,Poor,Air Conditioning|Power Steering
660,Chevrolet Tavera Neo,2015,Weak,6.0,Low,Low,High,Poor,Air Conditioning|Power Steering
661,Nissan Magnite XV Premium,2023,Weak,12.5,Low,High,High,Recommended,Touchscreen|Camera|360 Camera|Wireless CarPlay
662,Nissan Kicks XV Pre Option,2022,Moderate,16.0,Low,Low,Medium,Poor,Touchscreen|Camera|360 Camera
663,Nissan Micra XV,2019,Weak,6.5,Low,Medium,High,Good,Touchscreen|Bluetooth
664,Nissan Sunny XV,2019,Weak,9.0,Low,High,High,Recommended,Touchscreen|Bluetooth
665,Nissan Terrano XV,2018,Moderate,9.5,Low,High,Medium,Recommended,Touchscreen|Bluetooth
666,Nissan X-Trail T30,2010,Moderate,6.5,Medium,Low,Medium,Poor,Air Conditioning|4WD
667,Renault Kiger RXZ,2023,Weak,12.0,Low,High,High,Recommended,Touchscreen|Camera|Wireless Charging|Digital Cluster
668,Renault Triber RXZ,2022,Weak,10.0,Low,High,High,Recommended,Touchscreen|Camera|Modular Seating
669,Renault Duster RXZ AWD,2021,Moderate,14.5,Low,Medium,Medium,Good,Touchscreen|Camera|AWD Option
670,Renault Captur Platine,2019,Moderate,12.0,Low,Medium,Medium,Good,Touchscreen|Camera|LED Headlamps
671,Renault Kwid Climber,2023,Weak,7.0,Low,Low,High,Poor,Touchscreen|Camera|Digital Cluster
672,Renault Lodgy Stepway,2019,Moderate,9.0,Low,Medium,Medium,Good,Touchscreen|Camera|Cruise Control
673,Jeep Compass Model S,2023,Moderate,32.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Uconnect
674,Jeep Compass Trailhawk,2022,Moderate,35.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Rock Mode|4WD
675,Jeep Meridian Limited Plus,2023,Moderate,40.0,Medium,Low,Medium,Poor,Touchscreen|Camera|ADAS|Uconnect|AWD
676,Jeep Meridian Overland,2023,Moderate,42.0,Medium,Low,Medium,Poor,Touchscreen|Camera|ADAS|Uconnect|AWD
677,Jeep Wrangler Rubicon,2023,Strong,72.0,High,High,Low,Good,Touchscreen|Camera|Off-Road Pages|4WD|Sway Bar Disconnect
678,Jeep Grand Cherokee Summit,2023,Strong,95.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Passenger Screen
679,Jeep Cherokee SRT,2020,Strong,115.0,High,High,Low,Good,Touchscreen|Camera|Launch Control|AWD
680,Jeep Renegade Longitude,2020,Moderate,22.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Uconnect
681,BMW 330i M Sport,2023,Strong,72.0,High,High,Low,Good,Touchscreen|Camera|ADAS|iDrive 8
682,BMW M340i,2023,Strong,85.0,High,High,Low,Good,Touchscreen|Camera|ADAS|xDrive
683,BMW 530d M Sport,2022,Strong,88.0,High,High,Medium,Good,Touchscreen|Camera|ADAS|HUD
684,BMW 740i M Sport,2023,Strong,185.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Theater Screen
685,BMW X1 sDrive18i,2023,Moderate,55.0,High,High,Medium,Good,Touchscreen|Camera|ADAS|Curved Display
686,BMW X3 xDrive30i,2022,Moderate,75.0,High,High,Medium,Good,Touchscreen|Camera|ADAS|Panoramic Sunroof
687,BMW X5 xDrive40i,2023,Strong,105.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Gesture Control
688,BMW X7 xDrive40i,2023,Strong,145.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Air Suspension
689,BMW Z4 M40i,2022,Strong,105.0,High,High,Low,Good,Touchscreen|Camera|ADAS|M Sport Differential
690,BMW i4 eDrive40,2023,Strong,80.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Routing
691,Mercedes-Benz C 200,2023,Moderate,65.0,High,High,Medium,Good,Touchscreen|Camera|ADAS|MBUX
692,Mercedes-Benz E 350d,2023,Strong,88.0,High,High,Low,Good,Touchscreen|Camera|ADAS|MBUX|LWB
693,Mercedes-Benz S 450,2022,Strong,185.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Massaging Seats
694,Mercedes-Benz GLA 220d,2022,Moderate,55.0,High,High,Medium,Good,Touchscreen|Camera|ADAS|MBUX
695,Mercedes-Benz GLC 300,2023,Strong,82.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Off-Road Screen
696,Mercedes-Benz GLE 450,2022,Strong,108.0,High,High,Low,Good,Touchscreen|Camera|ADAS|AR Navigation
697,Mercedes-Benz GLS 450,2023,Strong,145.0,High,High,Low,Good,Touchscreen|Camera|ADAS|MBUX
698,Mercedes-Benz G 350d,2022,Strong,265.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Locking Differentials
699,Mercedes-Benz EQS 580,2022,Strong,175.0,High,High,High,Good,Touchscreen|Camera|ADAS|Hyperscreen|Rear Wheel Steering
700,Mercedes-Benz EQE 500,2023,Strong,155.0,High,High,High,Good,Touchscreen|Camera|ADAS|Hyperscreen
701,Audi A4 Technology,2023,Moderate,55.0,High,High,Medium,Good,Touchscreen|Camera|Virtual Cockpit
702,Audi A6 Technology,2022,Moderate,72.0,High,High,Medium,Good,Touchscreen|Camera|Virtual Cockpit|Matrix LED
703,Audi A8 L W12,2018,Strong,180.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Rear Seat Entertainment
704,Audi Q3 Technology,2023,Moderate,52.0,High,High,Medium,Good,Touchscreen|Camera|Virtual Cockpit|Quattro
705,Audi Q5 Technology,2022,Moderate,70.0,High,High,Medium,Good,Touchscreen|Camera|Virtual Cockpit|Quattro
706,Audi Q7 Technology,2023,Strong,98.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Quattro
707,Audi Q8 Celebration,2022,Strong,115.0,High,High,Low,Good,Touchscreen|Camera|ADAS|HD Matrix LED
708,Audi e-tron 55,2022,Strong,135.0,High,High,High,Good,Touchscreen|Camera|ADAS|EV Route Planner
709,Audi RS5 Sportback,2021,Strong,125.0,High,High,Low,Good,Touchscreen|Camera|Virtual Cockpit|Sport Exhaust
710,Audi RS e-tron GT,2022,Strong,205.0,High,High,High,Good,Touchscreen|Camera|ADAS|800V Architecture
711,Volvo XC40 Ultimate,2022,Moderate,52.0,High,High,Medium,Good,Touchscreen|Camera|Pilot Assist|Harman Kardon
712,Volvo XC60 Ultimate,2023,Strong,75.0,High,High,Low,Good,Touchscreen|Camera|Pilot Assist|Bowers & Wilkins
713,Volvo XC90 Ultimate,2023,Strong,110.0,High,High,Low,Good,Touchscreen|Camera|Pilot Assist|Air Suspension
714,Volvo S60 Inscription,2022,Moderate,50.0,High,High,Medium,Good,Touchscreen|Camera|Pilot Assist|Harman Kardon
715,Volvo S90 Inscription,2023,Strong,75.0,High,High,Low,Good,Touchscreen|Camera|Pilot Assist|Bowers & Wilkins
716,Volvo C40 Recharge Ultimate,2023,Strong,68.0,Medium,High,High,Recommended,Touchscreen|Camera|Pilot Assist|EV Tech
717,Volvo V90 Cross Country Pro,2021,Strong,80.0,High,High,Low,Good,Touchscreen|Camera|Pilot Assist|AWD
718,Volvo V40 Cross Country,2019,Moderate,35.0,High,High,Medium,Good,Touchscreen|Camera|City Safety
719,Volvo S80 Inscription,2015,Strong,42.0,High,High,Low,Good,Touchscreen|Camera|BLIS
720,Volvo XC90 Excellence,2018,Strong,145.0,High,High,Low,Good,Touchscreen|Camera|Pilot Assist|Rear Massaging Seats
721,Jaguar XE Portfolio,2021,Moderate,55.0,High,High,Medium,Good,Touchscreen|Camera|Meridian Audio
722,Jaguar XF Portfolio,2022,Moderate,82.0,High,High,Medium,Good,Touchscreen|Camera|Pivi Pro|Meridian Audio
723,Jaguar F-Pace R-Dynamic,2023,Moderate,88.0,High,High,Medium,Good,Touchscreen|Camera|Pivi Pro|Meridian Audio
724,Jaguar F-Type V8,2023,Strong,160.0,High,High,Low,Good,Touchscreen|Camera|V8|Active Exhaust
725,Jaguar I-Pace HSE,2022,Strong,135.0,Medium,High,High,Recommended,Touchscreen|Camera|Pivi Pro|EV Tech
726,Land_Rover Range_Rover Autobiography,2023,Strong,310.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Terrain Response 2
727,Land_Rover Range_Rover_Sport HSE,2023,Strong,195.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Dynamic Air Suspension
728,Land_Rover Range_Rover_Velar R-Dynamic,2022,Moderate,105.0,High,High,Medium,Good,Touchscreen|Camera|ADAS|Pivi Pro
729,Land_Rover Range_Rover_Evoque HSE,2023,Moderate,85.0,High,High,Medium,Good,Touchscreen|Camera|ClearSight Ground View
730,Land_Rover Defender 110,2023,Strong,125.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Terrain Response 2
731,Land_Rover Defender 90,2023,Strong,115.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Terrain Response 2
732,Land_Rover Discovery HSE,2022,Strong,118.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Terrain Response 2
733,Land_Rover Discovery_Sport HSE,2023,Moderate,82.0,High,High,Medium,Good,Touchscreen|Camera|ClearSight Ground View
734,Porsche Macan S,2023,Strong,105.0,High,High,Low,Good,Touchscreen|Camera|Porsche Connect
735,Porsche Cayenne S,2023,Strong,155.0,High,High,Low,Good,Touchscreen|Camera|Porsche Connect|Air Suspension
